url,product_name,brand_name,target_gender,image_url,top_notes,middle_notes,base_notes
https://www.fragrantica.com/perfume/Montblanc/Explorer-Platinum-81392.html,Explorer Platinum Montblanc,Montblanc,for men,https://fimgs.net/mdimg/perfume-thumbs/375x500.81392.jpg,Violet Leaves,Clary Sage,Cedarwood
https://www.fragrantica.com/perfume/Montblanc/Legend-Red-71652.html,Legend Red Montblanc,Montblanc,for men,https://fimgs.net/mdimg/perfume-thumbs/375x500.71652.jpg,"Blood Orange, Grapefruit, Cardamom","Cedar, Clary Sage, Juniper Berries","Atlas Cedar, Mahogany, Tonka Bean"
https://www.fragrantica.com/perfume/Montblanc/Signature-Elixir-114008.html,Signature Elixir Montblanc,Montblanc,for women,https://fimgs.net/mdimg/perfume-thumbs/375x500.114008.jpg?t=1762641485,"Orchid, Grapefruit, Bergamot","Vanilla, Tonka Bean","Amberwood, Sandalwood, Leather"
https://www.fragrantica.com/perfume/Montblanc/Lady-Emblem-L-Eau-43800.html,Lady Emblem L'Eau Montblanc,Montblanc,for women,https://fimgs.net/mdimg/perfume-thumbs/375x500.43800.jpg,"Litchi, White Peach, Mandarin Leaf, Orange, Bergamot","Rose, Magnolia, Peony, Pear, Lily-of-the-Valley, Jasmine","Musk, Cedar, Iso E Super, Cashmeran, Resins"
https://www.fragrantica.com/perfume/Montblanc/Femme-Individuelle-Soul-Senses-5611.html,Femme Individuelle Soul & Senses Montblanc,Montblanc,for women,https://fimgs.net/mdimg/perfume-thumbs/375x500.5611.jpg,"Almond Blossom, Mandarin Orange, Garden Dill","Peach, Frangipani, Rose","Amber, Clover, Cedar"
https://www.fragrantica.com/perfume/Montblanc/Emblem-Intense-23715.html,Emblem Intense Montblanc,Montblanc,for men,https://fimgs.net/mdimg/perfume-thumbs/375x500.23715.jpg,"Cardamom, Clary Sage, Grapefruit, Coriander","Cinnamon, Rose, Apple, Violet Leaf, Nutmeg","Tonka Bean, Suede, Woody Notes, Patchouli"
https://www.fragrantica.com/perfume/Montblanc/Legend-Special-Edition-2014-24972.html,Legend Special Edition 2014 Montblanc,Montblanc,for men,https://fimgs.net/mdimg/perfume-thumbs/375x500.24972.jpg,"Lime, Mint","Apple, Violet Leaf, Cardamom",Woody Notes
https://www.fragrantica.com/perfume/Montblanc/Signature-60962.html,Signature Montblanc,Montblanc,for women,https://fimgs.net/mdimg/perfume-thumbs/375x500.60962.jpg,Clementine,"Magnolia, Ylang-Ylang, Peony","Vanilla, White Musk, Benzoin"
https://www.fragrantica.com/perfume/Montblanc/Signature-Absolue-78951.html,Signature Absolue Montblanc,Montblanc,for women,https://fimgs.net/mdimg/perfume-thumbs/375x500.78951.jpg,"Pear, Mandarin Orange, Pink Pepper","Ylang-Ylang, Frangipani, Tuberose","Tonka Bean, Cedar"
https://www.fragrantica.com/perfume/Montblanc/Legend-Eau-de-Parfum-62583.html,Legend Eau de Parfum Montblanc,Montblanc,for men,https://fimgs.net/mdimg/perfume-thumbs/375x500.62583.jpg,"Violet Leaves, Bergamot","Woodsy Notes, Jasmine, Magnolia","Oakmoss, Leather"
https://www.fragrantica.com/perfume/Montblanc/Presence-d-Une-Femme-Intense-5594.html,Presence d'Une Femme Intense Montblanc,Montblanc,for women,https://fimgs.net/mdimg/perfume-thumbs/375x500.5594.jpg,"Pineapple, Pepper, Mandarin Orange, Lotus","Caramel, Orchid","Brazilian Rosewood, Sandalwood, Patchouli, Vanilla"
https://www.fragrantica.com/perfume/Montblanc/Legend-Special-Edition-2012-14988.html,Legend Special Edition 2012 Montblanc,Montblanc,for men,https://fimgs.net/mdimg/perfume-thumbs/375x500.14988.jpg,"Mint, Bergamot, Ginger flower, Mandarin Orange","Lavender, Rose, Jasmine","Sandalwood, Oakmoss, Amber, Tonka Bean"
https://www.fragrantica.com/perfume/Montblanc/Presence-Cool-9508.html,Presence Cool Montblanc,Montblanc,for men,https://fimgs.net/mdimg/perfume-thumbs/375x500.9508.jpg,"Bamboo, Bergamot, Granny Smith apple","Geranium, Jasmine","Musk, Sandalwood, Patchouli, Amber, Tonka Bean"
https://www.fragrantica.com/perfume/Montblanc/Legend-Special-Edition-2013-18410.html,Legend Special Edition 2013 Montblanc,Montblanc,for men,https://fimgs.net/mdimg/perfume-thumbs/375x500.18410.jpg,"Mint, Lime, Ginger, Lavender, Bergamot","White Cedar Extract, Jasmine, Rose","Tonka Bean, Sandalwood, Amber"
https://www.fragrantica.com/perfume/Montblanc/Black-Meisterstuck-92401.html,Black Meisterstuck Montblanc,Montblanc,for men,https://fimgs.net/mdimg/perfume-thumbs/375x500.92401.jpg,Incense,Amber,Vetiver
https://www.fragrantica.com/perfume/Montblanc/Legend-Night-45692.html,Legend Night Montblanc,Montblanc,for men,https://fimgs.net/mdimg/perfume-thumbs/375x500.45692.jpg,"Cardamom, Mint, Clary Sage, Bergamot","Apple, Lavender, Cedar, Violet, Fir Resin","Black Vanilla Husk, Akigalawood, Musk, Vetiver, Patchouli"
https://www.fragrantica.com/perfume/Montblanc/Legend-Calligraphy-Edition-32439.html,Legend Calligraphy Edition Montblanc,Montblanc,for men,https://fimgs.net/mdimg/perfume-thumbs/375x500.32439.jpg,"Lavender, Citruses","Rose, Jasmine",Oakmoss
https://www.fragrantica.com/perfume/Montblanc/Homme-Exceptionnel-3079.html,Homme Exceptionnel Montblanc,Montblanc,for men,https://fimgs.net/mdimg/perfume-thumbs/375x500.3079.jpg,"Mandarin Orange, Coffee, Lavender","Ginger, Mint, Sage","Amber, Patchouli, Musk"
https://www.fragrantica.com/perfume/Montblanc/Presence-832.html,Presence Montblanc,Montblanc,for men,https://fimgs.net/mdimg/perfume-thumbs/375x500.832.jpg,"Cinnamon, Cardamom, Ginger, Bergamot","Apple, Sage, Heliotrope","Tonka Bean, Sandalwood, White Musk, Amber, Teak Wood"
https://www.fragrantica.com/perfume/Montblanc/Explorer-Ultra-Blue-66266.html,Explorer Ultra Blue Montblanc,Montblanc,for men,https://fimgs.net/mdimg/perfume-thumbs/375x500.66266.jpg,"Sicilian Bergamot, Pink Pepper, Exotic Fruits","Sea Notes, Ambergris","Woodsy Notes, Indonesian Patchouli Leaf, Leather"
https://www.fragrantica.com/perfume/Montblanc/Emblem-23711.html,Emblem Montblanc,Montblanc,for men,https://fimgs.net/mdimg/perfume-thumbs/375x500.23711.jpg,"Clary Sage, Grapefruit, Cardamom","Violet Leaf, Cinnamon","Tonka Bean, Woody Notes"
https://www.fragrantica.com/perfume/Montblanc/Legend-Pour-Femme-16059.html,Legend Pour Femme Montblanc,Montblanc,for women,https://fimgs.net/mdimg/perfume-thumbs/375x500.16059.jpg,"Neroli, Bitter Orange, Pear","Orange Blossom, Indian Jasmine, Lily-of-the-Valley","Vanilla, Woody Notes, Musk"
